fips,age_adjusted
38037,708.9
38039,740.6
38041,672
38043,630.6
38045,617.6
38047,681.1
38049,714.6
38051,693.4
38053,774.1
38055,765.4
38057,693.2
38059,767.1
38061,981.7
38063,882.9
38065,502.5
38067,675.2
38069,705.8
38071,811.4
38073,837.7
38075,727.4
38077,646.4
38079,1092.1
38081,647.3
38083,475.9
38085,1337.5
38087,405.1
38089,663.4
38091,573.6
38093,767.2
38095,709.2
38097,721.4
38099,777
38101,735
38103,726
38105,764.3
39001,1030.9
39003,856.7
39005,801.4
39007,913.4
39009,899.7
39011,800.6
39013,904.9
39015,956.1
39017,865.9
39019,809.9
39021,878.3
39023,965.1
39025,819.2
39027,915.6
39029,897.5
39031,879.8
39033,898
39035,850.6
39037,822.7
39039,803.8
39041,654.3
39043,853.6
39045,813.3
39047,1033.5
39049,873.4
39051,791.9
39053,987
39055,657.5
39057,759.2
39059,927.8
39061,877.6
39063,781.2
39065,919.4
39067,931
39069,767.8
39071,935.3
39073,921.9
39075,743.2
39077,883.3
39079,1068.4
39081,993.8
39083,843.2
39085,786.1
39087,1056.4
39089,850.1
39091,900
39093,810.9
39095,909.9
39097,895.6
39099,887.6
39101,918.4
39103,725.2
39105,968.1
39107,764
39109,819.8
39111,852.7
39113,899.3
39115,853.6
39117,803
39119,901.3
39121,656.6
39123,797.6
39125,844.4
39127,929.9
39129,908.1
39131,1011.8
39133,812.4
39135,887.8
39137,732.7
39139,854.9
39141,977.8
39143,855.2
39145,1056.7
39147,843.4
39149,805.3
39151,832.9
39153,846.9
39155,881.4
39157,817.5
39159,790.4
39161,815.1
39163,988.2
39165,778
39167,874.6
39169,797.1
39171,797.5
39173,789.6
39175,811.8
40001,1068.2
40003,794.2
40005,936.1
40007,770.7
40009,1058.8
40011,1001.9
40013,958.1
40015,1089.4
40017,814.7
40019,1076.4
40021,951.5
40023,1112.6
40025,866.8
40027,786.8
40029,1090.5
40031,935.1
40033,1004.4
40035,1040.2
40037,989.8
40039,975.7
40041,916.4
40043,1061.3
40045,869.2
40047,932.8
40049,1059.1
40051,939.2
40053,910.7
40055,930.7
40057,1009.7
40059,913.9
40061,992.7
40063,1063.5
40065,972.1
40067,1091.7
40069,1056
40071,977.2
40073,869.9
40075,1179.6
40077,921.9
40079,1054.8
40081,944.6
40083,786.5
40085,943.9
40087,931.2
40089,1095.7
40091,981.9
40093,880.6
40095,901.8
40097,976.3
40099,1048
40101,1071.8
40103,892
40105,929.1
40107,1147.1
40109,936.6
40111,1044.7
40113,784.5
40115,1073.6
40117,1011.4
40119,816.9
40121,1013.9
40123,1010.7
40125,1024.4
40127,1018.5
40129,788
40131,861.9
40133,1106.5
40135,1032.6
40137,976.2
40139,880.2
40141,976.2
40143,906.3
40145,786.9
40147,854
40149,905.1
40151,891.4
40153,892.6
41001,815.8
41003,606.8
41005,700.4
41007,797.2
41009,781.9
41011,888.5
41013,752
41015,858
41017,668.9
41019,830.4
41021,673.1
41023,708.3
41025,794.1
41027,710.7
41029,761.8
41031,848
41033,856
41035,895.4
41037,805.5
41039,757
41041,810
41043,823.9
41045,799.9
41047,767
41049,736
41051,786.7
41053,669.6
41055,661
41057,771.9
41059,801.6
41061,754.4
41063,679.8
41065,850.9
41067,625.5
41069,674.4
41071,736.5
42001,751.2
42003,822.1
42005,850
42007,848.4
42009,774.9
42011,752.9
42013,885.2
42015,798.7
42017,734.5
42019,787.2
42021,859.5
42023,776.2
42025,889.2
42027,647.9
42029,674.9
42031,843.6
42033,820.3
42035,819.1
42037,801.9
42039,858.6
42041,728.4
42043,798.2
42045,803.8
42047,787.9
42049,821.1
42051,912.5
42053,890.4
42055,739
42057,805.1
42059,914.1
42061,787.5
42063,805.9
42065,850.4
42067,745.6
42069,872.7
42071,713.7
42073,846.2
42075,763.9
42077,747
42079,890.7
42081,811.1
42083,886.3
42085,837.4
42087,809.9
42089,786.8
42091,699.3
42093,815.8
42095,713.5
42097,849.9
42099,860.4
42101,960.3
42103,677.5
42105,801.5
42107,918.4
42109,706.2
42111,816.2
42113,935.6
42115,826.2
42117,784.1
42119,660.1
42121,858.4
42123,824.5
42125,849.4
42127,843.7
42129,809.2
42131,847.3
42133,755.3
44001,691.4
44003,779.4
44005,666.8
44007,767.1
44009,680.4
45001,856.9
45003,871.5
45005,1066.1
45007,936.9
45009,973.6
45011,1031.6
45013,598.9
45015,805.4
45017,904.1
45019,797.7
45021,1024.7
45023,1023.7
45025,1000
45027,911.8
45029,1064.8
45031,1044.7
45033,1091.6
45035,817.6
45037,790.5
45039,1049.6
45041,1020.6
45043,843.8
45045,820.2
45047,883.9
45049,1002.2
45051,844.9
45053,824.9
45055,887.9
45057,838.2
45059,998.3
45061,1095.9
45063,828.4
45065,896.9
45067,1102.5
45069,1129.9
45071,909.6
45073,854.4
45075,995.9
45077,869
45079,862.6
45081,855
45083,943.4
45085,941.9
45087,1045.2
45089,1047
45091,850.2
46003,701.2
46005,758.5
46007,992.7
46009,652.5
46011,659.7
46013,711.6
46015,718.8
46017,1546.7
46019,813.8
46021,539.7
46023,830.2
46025,698.7
46027,764.3
46029,699.5
46031,1237.6
46033,682
46035,717.8
46037,787.1
46039,687.2
46041,1310.5
46043,656.9
46045,668.2
46047,939.6
46049,655.4
46051,771.1
46053,792.4
46055,716.5
46057,798.9
46059,622.8
46061,650.1
46063,555.2
46065,726.3
46067,707.6
46069,766.7
46071,992.1
46073,640.9
46075,577.3
46077,789.5
46079,654.4
46081,670.2
46083,556.8
46085,849.1
46087,808
46089,652.5
46091,675.9
46093,766.7
46095,1156.8
46097,734
46099,758
46101,691.9
46103,699.2
46105,750.2
46107,722.7
46109,854.1
46111,720.3
46113,1558.7
46115,743.8
46117,565.8
46119,522.7
46121,1346.2
46123,760.3
46125,752.6
46127,679.6
46129,821.5
46135,697.2
46137,791.8
47001,889.3
47003,988.5
47005,1071.8
47007,867
47009,852.2
47011,904.7
47013,1064.9
47015,971.1
47017,1103.2
47019,925.3
47021,995.6
47023,883.5
47025,1074.6
47027,1010
47029,1120.7
47031,1006.3
47033,999.8
47035,814.7
47037,890.3
47039,996.7
47041,1034.5
47043,957.1
47045,1045
47047,829.8
47049,1103.2
47051,908.5
47053,1075.8
47055,981.9
47057,1043.3
47059,990.5
47061,1161.2
47063,978.5
47065,850
47067,1127.4
47069,991.4
47071,1033.1
47073,962.1
47075,985.1
47077,1035.6
47079,1030.2
47081,1003.6
47083,1037.4
47085,1012.4
47087,1028.3
47089,939.6
47091,946.5
47093,883.5
47095,1153.6
47097,1046.6
47099,1000.9
47101,1002.2
47103,977.6
47105,816.4
47107,976.8
47109,1075.8
47111,1053.6
47113,897.6
47115,1026.4
47117,971.4
47119,932.5
47121,1061.4
47123,950.5
47125,927
47127,719.7
47129,964.8
47131,982.7
47133,1056.9
47135,1048.8
47137,919.9
47139,1059.7
47141,934.4
47143,998.3
47145,937.9
47147,971.9
47149,838.3
47151,1067.7
47153,893.6
47155,888.7
47157,946.4
47159,1025.2
47161,989.2
47163,922
47165,832.3
47167,987.9
47169,1071.6
47171,1021.5
47173,978.5
47175,976.6
47177,1009.4
47179,916.1
47181,934.1
47183,911.8
47185,1021.9
47187,652.2
47189,838.2
48001,1069.4
48003,919.9
48005,918.6
48007,890.1
48009,722.5
48011,913.4
48013,829.6
48015,803.3
48017,799
48019,700.4
48021,819.9
48023,974.3
48025,842.8
48027,813.9
48029,782
48031,761
48033,512.6
48035,897.3
48037,952.7
48039,808.2
48041,718
48043,681.6
48045,779.1
48047,940.2
48049,976.4
48051,814.8
48053,759.8
48055,817.5
48057,830.1
48059,900.2
48061,671.8
48063,991.8
48065,820.2
48067,950
48069,753.8
48071,871
48073,911.7
48075,935.8
48077,827.8
48079,951
48081,928.5
48083,1015.1
48085,624.4
48087,983.1
48089,845.7
48091,732.1
48093,884.7
48095,722.3
48097,856.4
48099,868.2
48101,920.9
48103,937.5
48105,903.9
48107,931
48109,716.7
48111,925.7
48113,793.2
48115,918.8
48117,835.7
48119,967.5
48121,676.6
48123,869
48125,859
48127,794.3
48129,933.4
48131,899.2
48133,975.6
48135,1000.1
48137,730.4
48139,856.1
48141,726.1
48143,806.1
48145,902.1
48147,988.8
48149,760.6
48151,815.3
48153,853
48155,833.9
48157,608.7
48159,819.4
48161,872.2
48163,835.5
48165,819.7
48167,866.6
48169,892.7
48171,657.9
48173,537.8
48175,721.3
48177,864.6
48179,967.7
48181,922
48183,963.4
48185,885.2
48187,718.6
48189,868.6
48191,944.1
48193,897.2
48195,887.8
48197,815.4
48199,942.7
48201,769.6
48203,905.5
48205,657.1
48207,867.6
48209,697.2
48211,800.9
48213,942.4
48215,637.7
48217,904.9
48219,913.2
48221,802.8
48223,906.5
48225,911.2
48227,1021.9
48229,561.9
48231,919.6
48233,980.6
48235,642.8
48237,913.6
48239,851.1
48241,962.1
48243,533.5
48245,936.8
48247,873.4
48249,913.1
48251,907.3
48253,897.3
48255,886.3
48257,950.5
48259,698.4
48261,733.9
48263,819.2
48265,782.9
48267,822.5
48269,548.7
48271,678.9
48273,882.3
48275,923.2
48277,967.8
48279,937.2
48281,836
48283,836.3
48285,773.7
48287,804.8
48289,891.2
48291,1055
48293,983.4
48295,775.4
48297,709.1
48299,758.7
48303,896.7
48305,889.5
48307,922.1
48309,850.6
48311,682.3
48313,897
48315,1004.6
48317,972
48319,714.1
48321,913.8
48323,783.1
48325,769.8
48327,841.7
48329,784.4
48331,876.6
48333,797.4
48335,1009.4
48337,1010.6
48339,773.7
48341,817.3
48343,998.7
48345,859
48347,919.2
48349,959.1
48351,959.1
48353,986.5
48355,806.4
48357,924.1
48359,796.1
48361,1034.8
48363,970.5
48365,958.6
48367,851.6
48369,780.7
48371,839.9
48373,1102.4
48375,1064.1
48377,450.8
48379,870.7
48381,769.4
48383,913.2
48385,913.3
48387,1019.2
48389,836.1
48391,901.6
48393,935.8
48395,907.7
48397,730.1
48399,889.6
48401,894.9
48403,956.9
48405,963.4
48407,851.7
48409,910
48411,791.9
48413,882.7
48415,894
48417,816.3
48419,1003.1
48421,786.6
48423,814.5
48425,833
48427,756
48429,891.2
48431,825.5
48433,857
48435,804.2
48437,843.3
48439,792.7
48441,917.5
48443,863.7
48445,925.9
48447,815.1
48449,879.8
48451,849.8
48453,674.6
48455,1022.7
48457,921.7
48459,964.1
48461,850.6
48463,790.2
48465,760
48467,923.5
48469,820.6
48471,831.4
48473,802
48475,918.7
48477,758
48479,712.3
48481,860
48483,983.7
48485,961.2
48487,978.9
48489,739.7
48491,629
48493,755.8
48495,1053.3
48497,910
48499,891.6
48501,837.6
48503,997.5
48505,732.5
48507,868.4
49001,942.1
49003,777.3
49005,638.3
49007,928
49009,556
49011,700.3
49013,862.8
49015,844.5
49017,729.9
49019,768.7
49021,767.5
49023,825.5
49025,759.8
49027,753.7
49029,671.5
49031,745.2
49033,570.7
49035,745.8
49037,747.9
49039,761.6
49041,854.5
49043,577.4
49045,824.3
49047,846.6
49049,705.8
49051,715.5
49053,606.8
49055,743.2
49057,797.7
50001,691.2
50003,772.9
50005,758
50007,659.3
50009,743
50011,806.7
50013,787.4
50015,739.5
50017,725.5
50019,782.1
50021,801.8
50023,717.7
50025,745.7
50027,717.5
51001,944
51003,610.9
51005,943.5
51007,915.3
51009,822.3
51011,846.7
51013,573.9
51015,721.3
51017,904.4
51019,763.2
51021,946.9
51023,767.7
51025,941.7
51027,1075.3
51029,858
51031,784.9
51033,854.6
51035,841.9
51036,874.3
51037,936.8
51041,747.2
51043,804
51045,782.2
51047,833.4
51049,781.9
51051,1057.3
51053,854.8
51057,890.1
51059,521
51061,755.4
51063,777.1
51065,678.5
51067,787.2
51069,730.8
51071,974.3
51073,845.5
51075,701.3
51077,902
51079,763.9
51081,1044.7
51083,926.8
51085,748.9
51087,765.9
51089,910.3
51091,725.5
51093,820.8
51095,588.8
51097,858.4
51099,781.6
51101,885.6
51103,827.9
51105,1008.8
51107,555.3
51109,814.6
51111,911
51113,772.5
51115,790.9
51117,935.5
51119,818.6
51121,756.4
51125,838.7
51127,799
51131,953.8
51133,759.1
51135,973
51137,805.9
51139,891.3
51141,888.4
51143,842.8
51145,736
51147,882.6
51149,698.9
51153,649.3
51155,950.7
51157,691.4
51159,873
51161,750.6
51163,718.3
51165,692.6
51167,1001.9
51169,971.8
51171,785.2
51173,996.1
51175,841.4
51177,731.7
51179,732.6
51181,835.5
51183,1006.1
51185,1055.7
51187,900.3
51191,874.1
51193,889.9
51195,1098.9
51197,948.3
51199,641.8
51510,621
51515,921.4
51520,1056.3
51530,988.6
51540,815.4
51550,830.7
51560,1077.7
51570,882.2
51580,1089.4
51590,1091.3
51595,1117.2
51600,818
51610,660.2
51620,1157
51630,906.2
51640,1148.2
51650,877.1
51660,742
51670,1113.6
51678,832.8
51680,888.7
51683,838.7
51685,499.1
51690,1223.8
51700,889.5
51710,965.4
51720,978.5
51730,1237.4
51735,750.5
51740,1011.1
51750,957.3
51760,962.5
51770,1017
51775,952.8
51790,917.4
51800,896.6
51810,719.9
51820,896.1
51830,787.8
51840,880.4
53001,744.7
53003,747.3
53005,722.6
53007,691
53009,737.5
53011,737.4
53013,787.4
53015,852.4
53017,668.8
53019,805.1
53021,717.4
53023,672.4
53025,760.7
53027,887.3
53029,628.8
53031,637
53033,639.3
53035,733
53037,661.7
53039,675.3
53041,831
53043,696.4
53045,781.1
53047,795.1
53049,852.1
53051,830.7
53053,791.5
53055,491.6
53057,728.8
53059,647.1
53061,718.5
53063,791.9
53065,781.9
53067,713.2
53069,747.3
53071,728.3
53073,679
53075,680.2
53077,802
54001,936.7
54003,927.6
54005,1145.9
54007,888.8
54009,924.3
54011,1031.7
54013,882.5
54015,1036.9
54017,845.5
54019,1051.9
54021,867.4
54023,807.7
54025,941.6
54027,859.1
54029,946.6
54031,892.2
54033,963.3
54035,904.5
54037,858.1
54039,1001.9
54041,1035.6
54043,1124.3
54045,1231.3
54047,1297.7
54049,915.8
54051,884.4
54053,981.3
54055,1054.6
54057,920.1
54059,1256.7
54061,793.4
54063,880.3
54065,893.8
54067,984.5
54069,900.3
54071,750
54073,963.5
54075,895.5
54077,883.3
54079,894.2
54081,1016.6
54083,906.9
54085,925.1
54087,994.5
54089,936.2
54091,896.3
54093,861.1
54095,912.7
54097,883
54099,954.2
54101,988.4
54103,947.7
54105,882.3
54107,929.7
54109,1167.1
55001,795.1
55003,893.4
55005,754.8
55007,713.6
55009,713.1
55011,699.2
55013,744.8
55015,680.2
55017,731.3
55019,732.5
55021,771
55023,742.4
55025,652.4
55027,794.5
55029,676.3
55031,819.1
55033,668.1
55035,721.6
55037,799.8
55039,721
55041,851.2
55043,763.5
55045,719.1
55047,794.8
55049,719.1
55051,745.3
55053,805
55055,712
55057,814.1
55059,824.6
55061,638.9
55063,727.7
55065,666
55067,753
55069,776.3
55071,736.8
55073,686.4
55075,801.2
55077,788.9
55078,1148.1
55079,860.2
55081,800.8
55083,758.5
55085,766.6
55087,708.4
55089,642.4
55091,667.7
55093,681.9
55095,745.1
55097,660.2
55099,783.9
55101,782.8
55103,679.9
55105,798.3
55107,778.6
55109,706
55111,742.9
55113,851.9
55115,769.7
55117,751
55119,639.2
55121,749.8
55123,729.3
55125,747.7
55127,770.2
55129,794.9
55131,677
55133,666.2
55135,887.2
55137,740.3
55139,726.9
55141,707.8
56001,702.7
56003,872
56005,847.7
56007,860.8
56009,783.9
56011,684.4
56013,932.2
56015,727.1
56017,918.3
56019,714.5
56021,791.1
56023,711
56025,838.5
56027,796.5
56029,686.8
56031,779.3
56033,803.7
56035,631.4
56037,850
56039,483.9
56041,822.6
56043,759.6
56045,738.8
